brand,model_year,mileage,fuel_type,transmission,engine_size,horsepower,body_type,color,num_cylinders,fuel_efficiency,mileage_category,owner_count,is_accident_free,has_service_history,age_years,price,price_per_hp,price_per_cc
Volkswagen,2012,247706,Hybrid,Automatic,4.4,428,Sedan,Gray,6,40.1,Medium,3,1,0,12,7102.34984771455,16.594275345127453,1.614170419935125
Chevrolet,2011,175841,Electric,Automatic,2.2,442,SUV,Orange,6,48.8,High,3,0,0,13,15458.851487620215,34.974777121312705,7.026750676191007
Mercedes-Benz,2023,47118,LPG,Semi-Automatic,2.7,461,Convertible,Red,12,41.5,Low,2,0,1,1,201685.66561937614,437.4960208663257,74.69839467384301
Chevrolet,2013,84703,Electric,CVT,2.9,128,Coupe,Brown,8,48.5,Low,1,0,0,11,22493.360932798012,175.72938228748447,7.756331356137245
Mercedes-Benz,2011,233020,Hybrid,Automatic,1.6,356,Coupe,Gray,12,38.3,Medium,2,0,1,13,37560.16876414448,105.5060920341137,23.4751054775903
Chevrolet,2019,152697,Electric,Automatic,1.1,350,Coupe,Red,8,13.2,Low,2,1,0,5,30863.999539267792,88.18285582647941,28.058181399334355
Tesla,2018,235796,LPG,Automatic,4.8,93,Hatchback,Gray,8,26.1,Medium,3,0,1,6,20475.301691355482,220.16453431565034,4.265687852365725
BMW,2011,128557,Petrol,Manual,2.0,377,Hatchback,Blue,6,35.9,High,2,1,1,13,17865.480455737314,47.388542322910645,8.932740227868656
BMW,2018,27076,LPG,Automatic,2.0,94,Pickup,Yellow,4,24.0,High,3,0,0,6,60028.307728481486,638.599018388101,30.014153864240743
Kia,2022,195877,Petrol,Semi-Automatic,1.3,313,Coupe,Black,8,20.9,Medium,3,0,1,2,25639.28728684714,81.91465586852121,19.722528682190106
Mazda,2015,44605,Diesel,CVT,4.7,142,Convertible,Brown,8,33.1,High,3,0,1,9,18777.86197431872,132.2384646078783,3.9952897817699404
Honda,2010,84565,LPG,CVT,3.3,275,Wagon,Gray,8,47.3,Medium,2,1,1,14,8799.115784321692,31.996784670260695,2.6663987225217247
Mazda,2013,219581,LPG,Automatic,3.7,106,Convertible,Gray,4,11.4,Low,2,1,1,11,13000.531575044828,122.64652429287574,3.513657182444548
Hyundai,2023,39121,Hybrid,Automatic,4.6,172,Hatchback,White,12,40.8,High,3,1,1,1,57625.82038286021,335.0338394352338,12.527352257143525
BMW,2010,196173,Electric,Automatic,2.4,184,SUV,Silver,12,38.9,Low,1,0,0,14,32077.50151195248,174.3342473475678,13.3656256299802
BMW,2023,31433,Petrol,CVT,3.5,388,Pickup,Blue,8,48.6,Low,1,0,0,1,63549.14490853582,163.7864559498346,18.15689854529595
Audi,2015,43309,Petrol,CVT,1.2,131,Hatchback,Brown,8,47.2,Medium,2,1,1,9,43589.900134980606,332.7473292746611,36.324916779150506
Audi,2023,67468,Hybrid,Manual,1.7,398,Wagon,Brown,12,40.5,High,3,0,0,1,60793.37635190275,152.74717676357474,35.760809618766324
Honda,2022,175326,Hybrid,Semi-Automatic,4.3,260,Sedan,Yellow,12,30.8,High,3,0,1,2,31775.40450090341,122.21309423424388,7.389628953698467
Nissan,2013,67293,Electric,Manual,4.1,136,Pickup,Brown,6,18.2,Low,2,1,1,11,27790.932149566455,204.34508933504748,6.778276134040599
Hyundai,2012,96258,Electric,Semi-Automatic,2.4,199,Hatchback,Green,8,31.8,Low,1,0,1,12,7551.014993269054,37.94479896115102,3.146256247195439
Mazda,2012,168925,LPG,Manual,2.5,387,Convertible,Brown,12,40.6,Medium,2,0,1,12,6956.090798447504,17.974394828029727,2.7824363193790016
Volkswagen,2018,38405,Diesel,CVT,3.1,442,Pickup,Gray,6,45.8,High,2,0,1,6,34589.948227764085,78.25780142028074,11.15804781540777
Audi,2015,197724,Electric,Manual,1.0,122,Convertible,Green,4,41.6,Medium,3,1,0,9,50055.98991856911,410.2949993325337,50.05598991856911
Volkswagen,2018,43527,Hybrid,Semi-Automatic,2.0,214,Coupe,Red,8,17.8,Medium,2,0,0,6,51530.930541838476,240.79874084971252,25.765465270919236
Toyota,2022,77227,Electric,Automatic,1.8,452,Coupe,Silver,12,34.0,Medium,1,1,0,2,79052.99173611977,174.8959994161942,43.918328742288764
Audi,2014,131564,Petrol,Semi-Automatic,2.0,339,Coupe,Green,8,23.3,High,2,0,0,10,49118.78592024915,144.8931738060447,24.559392960124576
Tesla,2011,224490,Diesel,Automatic,4.2,276,Pickup,Red,6,10.4,Medium,3,1,0,13,23087.378171645807,83.64992091176018,5.496994802772811
Nissan,2017,139883,LPG,CVT,2.1,212,Sedan,Blue,12,18.0,High,1,1,0,7,24419.119968187155,115.1845281518262,11.628152365803407
Hyundai,2014,93344,Petrol,Semi-Automatic,1.8,334,Wagon,Orange,4,14.5,Medium,3,1,1,10,14849.582835642188,44.45982884922811,8.249768242023437
Subaru,2011,155344,Petrol,Manual,3.0,299,Pickup,Black,4,43.7,Low,2,1,0,13,5742.288566334737,19.204978482724872,1.9140961887782457
Honda,2013,225007,Diesel,Semi-Automatic,4.5,415,SUV,Gray,6,20.3,Medium,2,0,1,11,8912.185830723503,21.475146580056634,1.9804857401607785
Toyota,2018,203082,LPG,Automatic,2.0,120,Convertible,Green,4,21.4,Medium,2,1,1,6,28300.30876256002,235.83590635466683,14.15015438128001
Subaru,2013,223564,Hybrid,CVT,1.3,467,Convertible,Orange,4,48.4,High,3,0,0,11,23505.052491850067,50.33201818383312,18.080809609115438
Hyundai,2022,47153,LPG,Manual,2.4,334,Pickup,Silver,4,25.2,Low,2,0,0,2,51980.87482286803,155.63136174511385,21.658697842861677
Mazda,2021,108042,Electric,Semi-Automatic,4.0,81,Pickup,White,4,10.4,Low,1,1,1,3,36488.93810730329,450.4807173741147,9.122234526825823
Kia,2021,54110,Petrol,Automatic,3.2,274,Wagon,Blue,4,21.4,High,1,0,1,3,23445.89505865302,85.5689600680767,7.3268422058290685
Tesla,2021,145051,Electric,Manual,4.3,321,Sedan,Black,4,14.8,High,3,0,1,3,45327.43266083837,141.20695532971456,10.541263409497295
Hyundai,2022,241131,Hybrid,CVT,4.8,228,Pickup,Silver,4,14.1,Low,3,0,1,2,17856.244997244095,78.31686402300042,3.72005104109252
Tesla,2023,239173,Electric,Manual,4.2,277,Coupe,Blue,12,13.1,High,3,0,1,1,81742.61019111228,295.09967578018876,19.462526235979116
Lexus,2013,28328,LPG,CVT,3.4,378,Wagon,White,4,33.7,Low,2,1,0,11,42062.311930282,111.27595748751851,12.371268214788822
Tesla,2011,112911,Electric,Manual,3.0,324,SUV,Red,12,17.6,Medium,1,0,0,13,39551.060455532635,122.0711742454711,13.183686818510878
Volkswagen,2022,12867,Hybrid,Semi-Automatic,1.2,417,Coupe,White,8,24.4,Medium,1,0,1,2,99230.87217169798,237.96372223428773,82.69239347641498
Lexus,2021,59234,Hybrid,Automatic,4.9,187,SUV,Green,6,44.5,Low,1,0,1,3,97533.36262011788,521.5687840648015,19.90476788165671
Chevrolet,2015,25851,Hybrid,Semi-Automatic,2.5,472,Hatchback,Black,4,27.0,Low,3,0,1,9,14297.066251291033,30.290394600192865,5.718826500516413
Subaru,2022,31279,LPG,Semi-Automatic,1.6,291,SUV,Brown,6,46.6,Medium,3,0,1,2,65018.57065052842,223.43151426298425,40.63660665658026
Kia,2020,248503,Hybrid,CVT,3.7,235,Coupe,Yellow,4,29.9,Medium,2,1,1,4,32704.77537121817,139.1692568988007,8.839128478707613
Lexus,2023,227135,Petrol,CVT,2.1,105,Hatchback,Gray,12,26.0,Low,3,0,1,1,21177.752618015576,201.69288207633883,10.084644103816942
Mazda,2011,73402,Hybrid,CVT,3.3,161,Coupe,Gray,4,40.0,High,1,1,1,13,21967.691572204243,136.44528926834934,6.6568762340012855
Toyota,2021,15449,Electric,Semi-Automatic,3.3,162,Convertible,Red,8,12.9,High,2,0,1,3,80986.97517515293,499.919599846623,24.54150762883422
Hyundai,2016,76221,Electric,Manual,2.8,210,Coupe,Silver,6,13.6,Low,3,1,0,8,15230.418422809991,72.52580201338091,5.439435151003568
Mercedes-Benz,2012,89080,Electric,Manual,4.3,408,Hatchback,Black,6,36.1,High,3,0,1,12,26733.086771956103,65.52227149989241,6.216996923710721
Toyota,2012,5451,LPG,Semi-Automatic,2.1,179,SUV,Brown,8,29.5,Medium,1,0,1,12,14528.60681464074,81.16540119911028,6.918384197447971
Chevrolet,2014,87178,Electric,Semi-Automatic,2.8,335,Convertible,Red,12,41.6,Medium,2,1,0,10,28565.369042076545,85.26975833455685,10.201917515027338
Toyota,2012,172388,LPG,Automatic,3.2,128,Sedan,Yellow,12,46.7,High,3,1,1,12,6328.205289003534,49.43910382034011,1.9775641528136043
BMW,2011,194136,LPG,CVT,3.7,480,Sedan,Green,8,25.5,Low,3,1,1,13,17239.90902548615,35.916477136429485,4.659434871753014
Mazda,2019,63761,Hybrid,CVT,4.1,142,Sedan,Green,6,33.9,Medium,2,0,1,5,31133.904322114064,219.25284733883143,7.593635200515625
Mercedes-Benz,2018,236562,Petrol,Semi-Automatic,2.6,390,Sedan,Brown,4,30.0,Medium,2,1,1,6,45132.81764394115,115.72517344600294,17.358776016900443
Lexus,2011,38870,Hybrid,Semi-Automatic,3.6,486,Wagon,Brown,12,49.3,Medium,3,1,0,13,43406.416567512126,89.3136143364447,12.057337935420035
Lexus,2023,96566,Hybrid,Manual,1.6,369,Sedan,Brown,4,43.2,High,3,1,1,1,89578.29475560352,242.75960638374937,55.9864342222522
Lexus,2020,123749,LPG,Semi-Automatic,4.7,184,Hatchback,White,6,46.5,Low,1,0,1,4,36886.110495792615,200.46799182495985,7.848108616126088
Chevrolet,2011,123765,LPG,Manual,2.5,184,Pickup,Gray,4,20.2,High,2,0,1,13,13367.664900537613,72.65035272031311,5.347065960215045
Volkswagen,2022,124881,Electric,Semi-Automatic,3.9,404,Sedan,Orange,8,40.9,Low,3,0,0,2,65895.67696990242,163.10811131163965,16.896327428180108
Subaru,2017,161945,Electric,Automatic,1.1,94,Coupe,Black,12,20.6,Low,3,1,1,7,23489.537011211494,249.8886916086329,21.354124555646813
Hyundai,2018,128389,Hybrid,Automatic,1.8,254,Pickup,Orange,12,18.3,High,3,0,1,6,21181.845892834066,83.39309406627585,11.767692162685591
Nissan,2016,189699,Diesel,Manual,2.9,338,Sedan,White,8,47.8,Medium,3,0,0,8,17836.761229994685,52.77148292897836,6.150607320687822
Ford,2012,197227,Diesel,CVT,4.5,290,Pickup,Silver,8,10.8,Low,1,0,0,12,17880.207949864252,61.655889482290526,3.9733795444142785
Subaru,2018,230258,Electric,Automatic,3.1,491,SUV,Green,12,48.6,High,2,0,0,6,50302.82212268405,102.44973955740132,16.22671681376905
Chevrolet,2012,25372,Diesel,Manual,4.7,338,Hatchback,Gray,12,16.0,Medium,3,1,0,12,16358.038449351432,48.39656345961962,3.4804337126279643
Honda,2014,3642,Electric,Semi-Automatic,2.9,181,Hatchback,Brown,12,42.8,Low,2,0,1,10,31996.355628718513,176.7754454625332,11.033226078868452
Mazda,2018,159073,LPG,Semi-Automatic,3.0,339,Pickup,Yellow,6,21.0,Low,2,1,0,6,12979.785564327,38.28845299211504,4.326595188109
Hyundai,2021,34064,Hybrid,Manual,1.5,423,Convertible,Yellow,6,24.0,Medium,3,1,0,3,56992.40248886526,134.73381203041433,37.99493499257684
Subaru,2023,225898,Petrol,CVT,4.2,238,Wagon,Yellow,6,18.7,Low,3,1,0,1,44056.13957974956,185.10983016701493,10.489557042797514
Kia,2023,14122,Hybrid,Manual,2.0,124,Coupe,Black,4,33.4,High,3,1,1,1,46129.279438215985,372.0103180501289,23.06463971910799
Chevrolet,2012,155892,Electric,Manual,4.6,380,Pickup,Brown,6,23.9,Low,1,1,0,12,12988.30551203616,34.17975134746358,2.8235446765296
BMW,2016,68431,Electric,Automatic,4.6,330,Hatchback,Gray,12,36.3,Low,3,1,1,8,49211.63543931696,149.1261679979302,10.698181617242817
Ford,2021,55745,Hybrid,Manual,4.8,410,SUV,Green,6,10.6,Medium,2,0,1,3,84873.10006500779,207.00756113416534,17.681895846876625
BMW,2010,50081,Electric,Manual,3.1,244,Sedan,Orange,12,12.6,High,2,1,0,14,17542.25227874313,71.89447655222594,5.658791057659074
Lexus,2013,201974,Diesel,Semi-Automatic,3.7,272,Hatchback,Brown,8,14.0,Medium,1,0,1,11,18099.196365291074,66.54116310768778,4.891674693321912
Ford,2013,139783,Diesel,Automatic,4.1,88,SUV,Brown,4,26.8,High,3,1,0,11,10422.762224696877,118.44047982610087,2.542137127974848
Subaru,2016,216204,Electric,Semi-Automatic,1.5,480,Sedan,White,4,42.6,Medium,3,0,0,8,20736.632680498435,43.20131808437174,13.824421786998956
Kia,2017,149865,Electric,Semi-Automatic,3.4,453,Wagon,Silver,8,45.5,Low,1,1,1,7,48656.15788622143,107.40873705567644,14.310634672418068
Lexus,2010,139271,Diesel,CVT,1.1,144,Hatchback,Yellow,12,19.8,High,1,0,1,14,9008.329794933463,62.557845798149046,8.189390722666785
Nissan,2014,76253,Electric,CVT,3.0,466,Hatchback,Red,4,33.0,High,3,0,1,10,11048.09341373927,23.70835496510573,3.6826978045797567
Mazda,2016,36191,Electric,Automatic,1.6,361,Pickup,Gray,6,40.7,Low,3,1,1,8,38141.53562114108,105.65522332726061,23.838459763213177
Honda,2021,10211,Hybrid,Automatic,1.7,260,Pickup,White,12,21.6,Medium,2,1,0,3,64657.50559222626,248.68271381625485,38.033826818956626
Hyundai,2013,111086,Petrol,CVT,2.5,494,SUV,Silver,4,26.4,High,3,1,1,11,11252.70358991542,22.778752206306518,4.501081435966168
Volkswagen,2022,194141,Diesel,CVT,2.7,361,Convertible,Silver,8,31.0,Low,3,1,1,2,53722.801299230276,148.8166240975908,19.89733381452973
BMW,2013,219968,Hybrid,CVT,3.5,358,Pickup,Blue,12,15.4,Low,2,0,1,11,41156.86753751525,114.96331714389736,11.759105010718644
BMW,2013,187818,Petrol,CVT,1.3,109,Coupe,Yellow,4,11.0,High,2,0,1,11,19175.12835911584,175.91860879922788,14.750098737781414
Lexus,2021,152614,Electric,CVT,3.0,345,Wagon,Blue,8,16.1,High,2,1,0,3,62347.11462970532,180.71627428900092,20.782371543235108
Tesla,2015,162384,Electric,Semi-Automatic,1.7,407,Coupe,White,12,35.1,High,2,1,0,9,57069.50407589516,140.21991173438613,33.57029651523245
Ford,2016,176314,Hybrid,Automatic,3.3,296,Hatchback,Silver,6,12.9,Low,1,0,1,8,23330.823205165434,78.82034866609943,7.069946425807707
Audi,2011,101971,Electric,Semi-Automatic,3.5,399,Coupe,Red,12,17.6,Medium,2,1,1,13,22950.912101504695,57.52108296116465,6.55740345757277
Nissan,2014,93783,LPG,Semi-Automatic,3.2,485,Sedan,Gray,6,23.5,Medium,1,0,0,10,18287.75340280885,37.706708047028556,5.714922938377765
Hyundai,2013,125681,Hybrid,Manual,4.0,478,Wagon,Blue,12,13.1,High,2,1,0,11,23281.203186812927,48.705445997516584,5.820300796703232
Ford,2023,87893,Petrol,Semi-Automatic,2.3,458,Coupe,Silver,8,17.7,Low,2,1,0,1,53678.50583523176,117.20197780618288,23.338480797926852
Tesla,2022,186460,Hybrid,CVT,4.1,184,Sedan,Gray,6,46.5,Low,2,0,0,2,66776.15149327481,362.91386681127614,16.286866217871903
Toyota,2012,237653,Diesel,CVT,2.7,263,SUV,Yellow,6,10.8,High,3,0,1,12,5000.0,19.011406844106464,1.8518518518518519
Ford,2016,158763,Hybrid,Manual,2.9,409,Coupe,Orange,12,36.1,Low,1,1,1,8,38828.16636989994,94.93439210244485,13.389022886172393
Volkswagen,2020,77960,Electric,Manual,3.6,227,Wagon,Gray,4,25.4,Low,2,0,0,4,47351.86676039103,208.59853198410144,13.153296322330842
Hyundai,2021,84388,Electric,Manual,1.1,184,Sedan,Silver,6,36.9,Low,3,1,0,3,33680.97312450449,183.04876698100267,30.619066476822262
Subaru,2015,22601,LPG,Manual,3.6,126,Coupe,White,12,33.5,High,1,0,1,9,24560.049423664066,194.92102717193703,6.822235951017796
Nissan,2023,249379,LPG,Manual,3.5,166,SUV,Blue,8,18.9,High,1,1,1,1,16404.055251020607,98.81960994590727,4.68687292886303
Tesla,2016,149092,LPG,Semi-Automatic,2.2,388,Coupe,Blue,12,43.9,High,3,1,0,8,51792.889088288954,133.48682754713647,23.542222312858616
Toyota,2014,139227,Petrol,Manual,1.3,208,Sedan,Green,12,29.7,Medium,1,1,1,10,14298.655883778229,68.74353790277995,10.998966064444792
Mazda,2022,200191,LPG,Semi-Automatic,1.4,337,Coupe,Silver,6,42.9,Medium,3,0,0,2,24783.94259826191,73.54285637466442,17.70281614161565
Mercedes-Benz,2015,212123,Petrol,Automatic,4.7,393,Wagon,Green,4,26.2,High,2,0,1,9,47623.818605444125,121.18020001385274,10.132727362860452
Tesla,2014,167849,LPG,Manual,3.8,226,Hatchback,Red,8,49.4,Low,3,0,1,10,8309.887879266142,36.76941539498293,2.1868125998068795
Mercedes-Benz,2023,19710,Petrol,Manual,1.5,151,Sedan,Red,6,40.8,Low,1,0,0,1,105984.96921215257,701.8872133255137,70.65664614143505
Hyundai,2016,108714,Hybrid,Semi-Automatic,2.4,219,Sedan,Silver,6,48.6,High,1,1,1,8,19401.21257308278,88.59001174923644,8.083838572117825
BMW,2011,155604,Hybrid,Automatic,3.4,489,Sedan,Blue,6,30.6,Low,2,0,0,13,25901.47107494636,52.96824350704777,7.6180797279254
Tesla,2023,128727,Electric,Semi-Automatic,4.3,106,Sedan,Yellow,8,28.9,Low,3,0,1,1,68936.33369372103,650.3427706954814,16.03170551016768
Mazda,2020,149673,Petrol,Semi-Automatic,1.2,108,Coupe,Black,4,40.2,Medium,2,0,0,4,23180.979566858365,214.63869969313302,19.31748297238197
Honda,2014,63227,Diesel,Manual,1.9,350,Wagon,Red,8,45.2,Low,3,1,0,10,9479.81427159571,27.085183633130598,4.9893759324187945
Lexus,2015,136039,Electric,CVT,4.6,253,SUV,Blue,8,48.6,Low,3,0,0,9,47590.0615235389,188.10300997446205,10.345665548595413
Mercedes-Benz,2015,84289,Hybrid,CVT,1.0,332,Wagon,Brown,4,23.0,High,3,0,1,9,68244.18350358876,205.55476958912277,68.24418350358876
Lexus,2014,151094,Petrol,Semi-Automatic,1.8,464,Sedan,Brown,8,41.9,Medium,2,1,0,10,26358.114092114552,56.806280370936534,14.643396717841417
Volkswagen,2019,174535,LPG,Manual,4.8,139,Convertible,Green,12,18.4,Medium,2,1,0,5,37371.45680863283,268.8594015009556,7.785720168465173
Honda,2016,205743,Diesel,Automatic,3.5,186,Coupe,Gray,8,31.8,Low,1,1,1,8,28186.001755463905,151.53764384658012,8.053143358703974
Lexus,2019,5722,Hybrid,CVT,2.0,299,Convertible,Yellow,6,17.2,High,2,1,1,5,97670.93903903819,326.65865899343873,48.835469519519094
Chevrolet,2017,158485,Electric,Automatic,1.3,338,Coupe,Green,8,23.9,Medium,3,1,0,7,47554.474679832136,140.69371207050926,36.58036513833241
Chevrolet,2016,223844,Petrol,CVT,1.1,450,Sedan,Brown,6,47.3,Medium,3,1,0,8,6984.249277536193,15.52055395008043,6.3493175250329035
Toyota,2014,81050,Diesel,Manual,2.0,225,Coupe,Yellow,8,15.8,Low,3,1,1,10,27875.49860892327,123.89110492854786,13.937749304461635
Nissan,2010,240504,Petrol,Semi-Automatic,4.5,131,Sedan,Black,6,35.3,Medium,2,0,1,14,7831.472685245891,59.78223423851825,1.7403272633879756
BMW,2022,233820,LPG,Automatic,2.7,139,Wagon,Gray,6,33.7,High,1,1,1,2,26127.76910037281,187.96956187318568,9.676951518656596
Hyundai,2014,236994,Electric,Automatic,3.9,113,Pickup,Green,6,14.8,High,2,1,0,10,14412.966626208165,127.5483772230811,3.6956324682585038
Tesla,2019,216939,Petrol,Semi-Automatic,4.7,175,Hatchback,Brown,4,23.0,Medium,1,1,1,5,44313.86635288457,253.2220934450547,9.428482202741398
Audi,2011,83596,Hybrid,Automatic,2.6,168,Coupe,Red,8,32.5,High,2,1,0,13,23935.86371930945,142.47537928160386,9.206101430503635
Volkswagen,2022,66732,Electric,CVT,1.8,395,Sedan,Red,8,17.5,High,3,1,0,2,58305.20041455827,147.6081023153374,32.391778008087925
Mercedes-Benz,2014,143369,Hybrid,Semi-Automatic,3.1,489,Convertible,Green,12,42.0,Low,1,0,0,10,50556.14075091749,103.38679090167176,16.308432500295964
Hyundai,2014,68323,Petrol,CVT,4.6,310,Sedan,Black,12,48.9,Medium,2,0,1,10,12534.63579202159,40.43430900652126,2.7249208243525196
Honda,2011,23816,Electric,CVT,4.2,354,Convertible,Black,12,18.6,Medium,3,0,1,13,14857.75812602064,41.97106815260068,3.537561458576343
Kia,2014,40695,Hybrid,Manual,1.3,325,Coupe,Silver,8,17.5,Low,1,0,1,10,21221.564741723505,65.29712228222617,16.324280570556542
Chevrolet,2022,150774,LPG,CVT,3.8,190,SUV,Gray,4,28.2,Low,1,0,0,2,26776.475785242605,140.9288199223295,7.046440996116475
Kia,2013,156314,LPG,Manual,3.3,313,Convertible,Blue,6,39.9,Low,3,0,0,11,17464.52898751937,55.79721721252195,5.292281511369506
Mazda,2010,55841,Petrol,Automatic,4.6,357,Sedan,Black,8,21.3,Low,3,0,1,14,9838.60336919398,27.559113078974733,2.1388268193899953
Volkswagen,2012,128498,Electric,Automatic,1.5,496,Coupe,Gray,4,10.8,High,2,1,1,12,28775.29637228268,58.01471042798927,19.18353091485512
Audi,2010,198784,Diesel,Manual,3.1,245,Sedan,Black,4,31.6,High,2,1,0,14,12686.295728590696,51.780798892206924,4.092353460835708
Tesla,2021,216735,Electric,CVT,4.5,207,SUV,Silver,8,48.3,Low,3,1,0,3,43233.62917945754,208.85811197805575,9.607473150990565
Toyota,2020,107096,LPG,Semi-Automatic,2.6,316,Hatchback,Orange,6,25.7,Medium,2,1,0,4,41082.89389285486,130.0091578887812,15.801113035713408
Audi,2014,92764,Hybrid,Semi-Automatic,2.9,370,Pickup,Black,4,26.8,Medium,3,1,0,10,62725.459021972856,169.52826762695366,21.6294686282665
Volkswagen,2013,184646,Diesel,Manual,1.3,186,Pickup,Gray,8,48.8,Medium,3,1,1,11,13342.724507639517,71.73507799806193,10.263634236645782
Audi,2016,85744,Petrol,Automatic,2.1,207,SUV,Silver,6,37.8,Low,2,0,0,8,43651.86550371608,210.87857731263807,20.78660262081718
Volkswagen,2014,28482,Diesel,Automatic,2.3,274,Wagon,Silver,12,38.8,High,2,1,0,10,30478.621221638172,111.23584387459186,13.25157444419051
Volkswagen,2019,9171,Petrol,Semi-Automatic,4.8,418,Coupe,Gray,4,32.5,High,1,1,1,5,47048.15692364074,112.55539933885343,9.80169935909182
Ford,2023,100755,Diesel,Manual,2.1,473,SUV,Gray,4,49.0,High,1,1,1,1,33260.62212743063,70.31844001570958,15.83839148925268
Mercedes-Benz,2013,230004,Petrol,Semi-Automatic,2.8,222,Hatchback,Red,8,37.6,High,2,0,1,11,16626.06915025052,74.89220337950685,5.937881839375186
Subaru,2011,108125,Petrol,CVT,3.7,474,Sedan,Orange,8,45.8,Medium,2,0,1,13,19092.477214658877,40.27948779463898,5.160128976934831
Kia,2013,130722,Diesel,CVT,1.6,190,Coupe,Silver,6,38.0,Medium,2,0,0,11,9579.283351856315,50.41728079924376,5.987052094910196
Subaru,2021,106082,Diesel,Manual,2.9,169,Convertible,Red,12,39.4,High,1,1,0,3,47721.26719064692,282.3743620748338,16.455609376085146
Subaru,2011,3696,Petrol,Manual,4.0,330,SUV,Yellow,12,21.6,Low,2,1,0,13,9214.781154221106,27.923579255215472,2.3036952885552764
Subaru,2017,126310,LPG,CVT,4.5,359,Hatchback,Green,8,22.1,High,1,1,0,7,13175.004615993175,36.69917720332361,2.927778803554039
Lexus,2012,151130,Diesel,Automatic,3.5,412,SUV,Green,8,41.3,High,1,0,0,12,27318.756059561965,66.30766033874264,7.805358874160562
Chevrolet,2018,151385,Electric,Manual,3.7,303,Wagon,Silver,6,21.9,Low,1,0,1,6,28617.83855132365,94.44831205057311,7.734550959817203
Ford,2022,19149,Hybrid,CVT,1.5,180,Pickup,Red,8,32.5,High,1,1,1,2,108536.40539692937,602.980029982941,72.35760359795292
Tesla,2013,130064,Petrol,CVT,4.8,211,Pickup,Orange,6,20.0,Medium,3,0,0,11,22259.99483298899,105.4976058435497,4.637498923539373
Ford,2022,53521,Petrol,Automatic,1.5,92,Coupe,Orange,6,42.7,Low,2,1,1,2,40530.8956151817,440.5532132084967,27.020597076787798
BMW,2015,45740,Hybrid,Automatic,4.1,177,Sedan,Yellow,12,14.4,Low,2,0,0,9,44314.677303722645,250.36540849560816,10.808457878956743
BMW,2019,106611,LPG,Automatic,2.1,199,Hatchback,Silver,6,43.2,High,3,0,0,5,44647.03366637,224.35695309733669,21.260492222080952
Lexus,2014,136028,Hybrid,Automatic,4.7,372,SUV,Black,12,34.1,Medium,2,0,0,10,18874.124223020743,50.736893072636406,4.015771111281009
Chevrolet,2019,206803,Diesel,Semi-Automatic,3.9,383,Coupe,Yellow,12,17.5,Medium,1,1,0,5,33733.235820672555,88.07633373543749,8.649547646326296
Audi,2022,213684,Hybrid,Automatic,4.0,278,SUV,Red,12,31.7,Medium,3,0,0,2,91942.24620642513,330.72750433965876,22.98556155160628
Mercedes-Benz,2010,248922,Petrol,Semi-Automatic,1.9,80,Coupe,Black,8,21.3,High,1,1,1,14,10918.494384527057,136.48117980658822,5.7465759918563455
Chevrolet,2018,66641,Hybrid,Manual,2.8,139,Pickup,Green,12,22.9,High,3,1,1,6,45671.44535398365,328.57154930923485,16.311230483565588
Lexus,2010,63811,Electric,CVT,3.5,329,Wagon,White,6,24.1,Medium,1,1,0,14,24424.879584243357,74.23975557520777,6.978537024069531
Volkswagen,2017,183232,Diesel,Semi-Automatic,4.1,219,SUV,Green,8,12.5,High,2,0,0,7,16096.200835529666,73.49863395219026,3.9259026428121135
Honda,2018,182385,Hybrid,Manual,1.4,228,Wagon,Silver,6,49.4,Medium,2,0,1,6,25209.560895021837,110.56824953956946,18.006829210729883
Mercedes-Benz,2018,63232,Petrol,Manual,4.8,474,Convertible,Gray,8,11.3,High,2,0,0,6,50014.1120746678,105.51500437693629,10.419606682222458
Nissan,2010,15417,Diesel,Semi-Automatic,4.6,123,Convertible,Green,6,36.5,Low,3,1,0,14,19379.234123549704,157.5547489719488,4.2128769833803705
Kia,2011,155801,Petrol,Manual,2.1,450,Pickup,Brown,4,24.8,Low,2,0,0,13,9310.06771126752,20.689039358372266,4.433365576794057
Mercedes-Benz,2021,112492,LPG,Manual,4.3,265,Hatchback,Green,4,35.8,High,3,0,1,3,30045.207750999165,113.37814245660063,6.9872576165114335
Lexus,2022,30099,Electric,Semi-Automatic,3.1,187,Wagon,Green,4,24.2,High,1,1,0,2,146048.1677752382,781.0062447873701,47.11231218556071
Volkswagen,2010,249459,LPG,Manual,2.8,123,Coupe,Green,6,37.0,Medium,2,1,0,14,8759.1034264705,71.21222297943496,3.128251223739464
Volkswagen,2019,229206,Electric,Automatic,2.3,157,Hatchback,Green,8,39.2,Low,1,1,1,5,29548.5516799312,188.20733554096304,12.847196382578781
Toyota,2011,161033,Hybrid,Automatic,3.3,305,SUV,Black,12,37.6,Medium,2,0,0,13,13644.869038137149,44.7372755348759,4.1348087994355
Subaru,2019,143674,Diesel,CVT,3.9,241,SUV,Black,12,14.6,High,1,0,0,5,21335.226652537247,88.52791142131638,5.470570936548012
Chevrolet,2021,118474,Hybrid,Manual,2.6,360,Coupe,Green,6,36.3,Medium,3,1,1,3,64099.165349283576,178.05323708134327,24.653525134339837
Volkswagen,2017,9256,Electric,CVT,3.5,332,Sedan,Blue,6,21.2,Medium,2,0,1,7,63439.4567431784,191.08270103366988,18.125559069479543
